Id,SysDate,SysTime,CompId,SessionId,FinYearId,Date,Cr,Dr,Amount,Narration
16,2013-07-10,2:24:34 PM,1,Sapl0050,1,01-04-2013,3,4,50000.0,Office Purpose
17,2013-07-10,2:50:11 PM,1,Sapl0050,1,04-04-2013,5,4,50000.0,"


































































	Office Purpose


"
18,2013-07-10,2:51:42 PM,1,Sapl0050,1,2013-04-06,5,4,50000.0,	Office Purpose
19,2013-07-10,2:52:36 PM,1,Sapl0050,1,2013-04-06,5,4,200000.0,	Office Purpose
20,2013-07-10,2:53:06 PM,1,Sapl0050,1,2013-04-08,5,4,50000.0,	Office Purpose
21,2013-07-10,2:54:31 PM,1,Sapl0050,1,2013-04-10,5,4,50000.0,	Office Purpose
22,2013-07-10,2:55:11 PM,1,Sapl0050,1,2013-04-13,3,4,30000.0,	Office Purpose
24,2013-07-10,2:55:48 PM,1,Sapl0050,1,2013-04-16,5,4,50000.0,	Office Purpose
25,2013-07-10,2:57:41 PM,1,Sapl0050,1,2013-04-18,3,4,40000.0,	Office Purpose
27,2013-07-10,2:58:15 PM,1,Sapl0050,1,20-04-2013,5,4,40000.0,	Office Purpose
28,2013-07-10,2:58:50 PM,1,Sapl0050,1,2013-04-22,5,4,40000.0,	Office Purpose
29,2013-07-10,3:00:16 PM,1,Sapl0050,1,2013-04-25,5,4,50000.0,	Office Purpose
30,2013-07-10,3:00:46 PM,1,Sapl0050,1,2013-04-30,3,4,40000.0,	Office Purpose
31,2013-07-10,3:05:39 PM,1,Sapl0050,1,2013-05-04,3,4,40000.0,	Office Purpose
32,2013-07-10,3:06:14 PM,1,Sapl0050,1,2013-05-07,5,4,40000.0,	Office Purpose
33,2013-07-10,3:06:42 PM,1,Sapl0050,1,2013-05-08,3,4,30000.0,	Office Purpose
34,2013-07-10,3:07:12 PM,1,Sapl0050,1,2013-05-11,5,4,50000.0,	Office Purpose
35,2013-07-10,3:07:42 PM,1,Sapl0050,1,2013-05-30,5,4,50000.0,	Office Purpose
36,2013-07-10,3:08:51 PM,1,Sapl0050,1,2013-06-01,5,4,50000.0,	Office Purpose
37,2013-07-10,3:09:24 PM,1,Sapl0050,1,2013-06-07,3,4,22000.0,	Office Purpose
38,2013-07-10,3:10:07 PM,1,Sapl0050,1,10-06-2013,3,4,250000.0,	Office Purpose
39,2013-07-10,3:10:38 PM,1,Sapl0050,1,2013-06-12,3,4,40000.0,	Office Purpose
40,2013-07-10,3:11:09 PM,1,Sapl0050,1,2013-06-13,3,4,45000.0,	Office Purpose
41,2013-07-10,3:11:38 PM,1,Sapl0050,1,2013-06-14,3,4,50000.0,	Office Purpose
42,2013-07-10,3:12:04 PM,1,Sapl0050,1,2013-06-19,3,4,40000.0,	Office Purpose
43,2013-07-10,3:12:31 PM,1,Sapl0050,1,2013-06-21,5,4,50000.0,	Office Purpose
44,2013-07-10,3:13:06 PM,1,Sapl0050,1,2013-06-26,3,4,12000.0,	Office Purpose
45,2013-07-10,3:13:34 PM,1,Sapl0050,1,2013-06-28,3,4,20000.0,	Office Purpose
46,2013-07-10,3:14:44 PM,1,Sapl0050,1,2013-07-01,5,4,50000.0,	Office Purpose
47,2013-07-10,3:15:10 PM,1,Sapl0050,1,2013-07-05,5,4,50000.0,	Office Purpose
48,2014-04-19,3:56:58 PM,1,Sapl0050,2,2014-04-02,5,3,1000000.0,	Office Purpose
49,2014-04-19,3:58:05 PM,1,Sapl0050,2,2014-04-09,7,4,50000.0,Office Purpose
50,2014-04-19,3:58:41 PM,1,Sapl0050,2,2014-04-10,3,7,60000.0,	Office Purpose
51,2014-04-19,4:00:56 PM,1,Sapl0050,2,2014-04-15,3,4,50000.0,	Office Purpose
52,2014-04-19,4:23:05 PM,1,Sapl0050,2,2014-04-15,3,4,50000.0,Office Purpose
54,2014-05-21,12:26:48 PM,1,Sapl0031,2,2014-04-21,3,4,50000.0,Office Purpose
55,2014-05-21,12:27:54 PM,1,Sapl0031,2,2014-04-23,3,4,50000.0,Office Purpose
56,2014-05-21,12:29:18 PM,1,Sapl0031,2,2014-04-30,3,6,700000.0,Office Purpose
57,2014-05-21,12:30:49 PM,1,Sapl0031,2,2014-05-10,3,7,350000.0,Office Purpose
58,2014-05-21,12:31:49 PM,1,Sapl0031,2,2014-05-10,7,4,40000.0,Office Purpose
59,2014-05-21,12:32:47 PM,1,Sapl0031,2,2014-05-15,6,4,40000.0,Office Purpose
94,2014-07-29,10:02:40 AM,1,sapl0031,2,2014-05-23,3,7,665000.0,	Office Purpose
95,2014-07-29,10:03:19 AM,1,sapl0031,2,2014-05-24,3,4,99000.0,Office Purpose
96,2014-07-29,10:03:53 AM,1,sapl0031,2,2014-05-29,3,4,94000.0,	Office Purpose
97,2014-07-29,10:04:41 AM,1,sapl0031,2,2014-06-04,3,7,200000.0,	Office Purpose
98,2014-07-29,10:06:35 AM,1,sapl0031,2,2014-06-07,3,4,50000.0,Office Purpose
99,2014-07-29,10:07:13 AM,1,sapl0031,2,2014-06-09,3,7,2000000.0,	Office Purpose
100,2014-07-29,10:07:51 AM,1,sapl0031,2,2014-06-12,7,4,50000.0,	Office Purpose
101,2014-07-29,10:08:31 AM,1,sapl0031,2,2014-06-26,3,4,150000.0,Office Purpose
102,2014-07-29,10:09:11 AM,1,sapl0031,2,2014-07-02,5,3,300000.0,Office Purpose
103,2014-07-29,10:09:41 AM,1,sapl0031,2,2014-07-03,5,3,500000.0,Office Purpose
104,2014-07-29,10:10:10 AM,1,sapl0031,2,2014-07-03,4,6,10000.0,Office Purpose
105,2014-07-29,10:10:41 AM,1,sapl0031,2,2014-07-04,3,4,50000.0,Office Purpose
106,2014-07-29,10:11:16 AM,1,sapl0031,2,2014-07-08,5,7,2000000.0,Office Purpose
107,2014-07-29,10:11:43 AM,1,sapl0031,2,2014-07-08,7,4,35300.0,Office Purpose
108,2014-07-29,10:12:12 AM,1,sapl0031,2,2014-07-10,5,7,1000000.0,Office Purpose
109,2014-07-29,10:12:53 AM,1,sapl0031,2,2014-07-10,5,3,750000.0,Office Purpose
110,2014-07-29,10:13:26 AM,1,sapl0031,2,2014-07-10,5,7,200000.0,	Office Purpose
111,2014-07-29,10:13:53 AM,1,sapl0031,2,2014-07-10,5,3,300000.0,	Office Purpose
112,2014-07-29,10:14:20 AM,1,sapl0031,2,2014-07-12,5,3,200000.0,Office Purpose
113,2014-07-29,10:14:53 AM,1,sapl0031,2,2014-07-14,5,4,50000.0,	Office Purpose
114,2014-07-29,10:15:25 AM,1,sapl0031,2,2014-07-15,5,3,500000.0,Office Purpose
115,2014-07-29,10:15:58 AM,1,sapl0031,2,2014-07-23,3,4,12000.0,Office Purpose
116,2014-07-29,10:18:03 AM,1,sapl0031,2,2014-07-26,5,1,400000.0,NEHA ENTERPRISES A/C:-074411002576 
117,2014-07-29,10:18:39 AM,1,sapl0031,2,2014-07-28,5,4,100000.0,Office Purpose
118,2014-07-29,10:19:53 AM,1,sapl0031,2,2014-07-28,3,5,1100000.0,	Office Purpose
119,2014-08-05,12:53:30 PM,1,sapl0031,2,2014-08-05,4,5,38000.0,Office Purpose
120,2014-08-08,12:43:08 PM,1,Sapl0031,2,2014-08-08,3,4,400000.0,Office Purpose
121,2014-08-09,3:16:40 PM,1,sapl0031,2,2014-08-09,3,4,50000.0,Office Purpose
122,2014-08-14,2:09:14 PM,1,sapl0031,2,2014-08-14,4,3,20000.0,Office Purpose
123,2014-08-18,3:56:33 PM,1,Sapl0031,2,20-08-2014,5,3,1200000.0,Office Purpose
124,2014-08-19,3:17:19 PM,1,sapl0031,2,2014-08-19,3,5,330000.0,Office Purpose
125,2014-08-25,9:49:22 AM,1,sapl0031,2,2014-08-20,5,3,600000.0,Office Purpose
126,2014-08-25,9:50:07 AM,1,sapl0031,2,2014-08-22,5,3,600000.0,Office Purpose
127,2014-08-28,4:47:32 PM,1,sapl0031,2,2014-08-28,5,4,30000.0,Office Purpose
128,2014-09-12,3:41:41 PM,1,sapl0031,2,2014-09-12,5,3,4800000.0,Office Purpose
129,2014-09-13,3:59:41 PM,1,sapl0031,2,13-09-2014,3,4,354381.0,Office Purpose
130,2014-09-13,4:01:08 PM,1,sapl0031,2,2014-09-13,3,4,60000.0,Office Purpose
131,2014-09-15,3:39:32 PM,1,sapl0031,2,2014-09-15,3,5,375000.0,Office Purpose
132,2014-09-22,4:56:39 PM,1,sapl0031,2,2014-09-17,4,5,250000.0,Office Purpose
133,2014-09-22,4:57:18 PM,1,sapl0031,2,2014-09-18,3,4,50000.0,Office Purpose
134,2014-09-22,4:59:17 PM,1,sapl0031,2,2014-09-19,3,5,600000.0,Office Purpose
135,2014-09-22,4:59:56 PM,1,sapl0031,2,2014-09-22,3,5,400000.0,Office Purpose
136,2014-10-18,12:50:23 PM,1,Sapl0031,2,2014-09-24,5,3,200000.0,	Office Purpose
138,2014-10-18,12:52:48 PM,1,Sapl0031,2,2014-09-24,5,4,50000.0,	Office Purpose
139,2014-10-18,12:54:38 PM,1,Sapl0031,2,2014-09-25,5,6,123500.0,	Office Purpose
140,2014-10-18,12:56:56 PM,1,Sapl0031,2,2014-09-29,3,4,50000.0,Office Purpose
141,2014-10-18,12:58:53 PM,1,Sapl0031,2,2014-09-30,3,4,100000.0,Office Purpose
142,2014-10-18,12:59:36 PM,1,Sapl0031,2,2014-10-04,5,4,150000.0,Office Purpose
143,2014-10-18,1:00:03 PM,1,Sapl0031,2,2014-10-11,5,3,1600000.0,Office Purpose
144,2014-10-18,1:00:30 PM,1,Sapl0031,2,2014-10-11,3,4,600000.0,	Office Purpose
145,2014-10-18,1:01:03 PM,1,Sapl0031,2,2014-10-13,3,4,200000.0,Office Purpose
146,2014-10-18,2:49:06 PM,1,Sapl0031,2,2014-10-16,5,3,1000000.0,	Office Purpose
147,2014-10-18,2:49:38 PM,1,Sapl0031,2,2014-10-16,3,4,50000.0,Office Purpose
148,2014-10-18,2:51:25 PM,1,Sapl0031,2,2014-10-17,3,4,144000.0,Neha Enterprise for diwali bonus year 13-14
149,2014-10-27,2:11:14 PM,1,Sapl0031,2,2014-10-21,5,3,400000.0,	Office Purpose
150,2014-10-27,2:11:52 PM,1,Sapl0031,2,2014-10-21,5,4,150000.0,Office Purpose
151,2014-10-27,2:15:25 PM,1,Sapl0031,2,2014-10-21,4,6,30000.0,Office Purpose
152,2014-11-14,10:08:02 AM,1,sapl0031,2,2014-10-29,3,5,100000.0, Office Purpose 
153,2014-11-14,10:10:28 AM,1,sapl0031,2,2014-10-29,3,5,196000.0, Office Purpose 
154,2014-11-14,10:12:58 AM,1,sapl0031,2,2014-10-31,3,4,20000.0,Office Purpose
155,2014-11-14,10:47:10 AM,1,sapl0031,2,2014-11-03,3,4,10000.0, Office Purpose 
156,2014-11-14,10:48:12 AM,1,sapl0031,2,2014-11-05,3,4,25000.0, Office Purpose 
157,2014-11-14,10:49:37 AM,1,sapl0031,2,2014-11-05,3,4,15000.0, Office Purpose 
158,2014-11-14,10:50:44 AM,1,sapl0031,2,2014-11-07,5,4,50000.0, Office Purpose 
159,2014-11-14,11:17:39 AM,1,sapl0031,2,2014-11-08,3,4,247349.0, Neha Enterprise for Salary Of The Month Of Oct-2014
160,2014-11-14,11:19:47 AM,1,sapl0031,2,2014-11-12,5,3,270000.0,Office Purpose
161,2014-11-14,12:33:04 PM,1,sapl0031,2,2014-11-14,3,4,15000.0, Office Purpose 
162,2014-11-18,5:32:34 PM,1,sapl0031,2,2014-11-18,5,4,40000.0, Office Purpose 
163,2014-11-22,9:57:42 AM,1,sapl0031,2,2014-11-21,3,4,20000.0, Office Purpose 
164,2014-11-22,11:55:24 AM,1,sapl0031,2,2014-10-29,4,5,100000.0, Office Purpose 
165,2014-11-24,4:30:29 PM,1,sapl0031,2,2014-11-24,3,4,78000.0, Office Purpose 
166,2014-11-29,5:23:17 PM,1,sapl0031,2,2014-11-29,4,3,10700.0, Office Purpose TDS
167,2014-12-08,11:23:18 AM,1,sapl0031,2,2014-12-03,3,4,30000.0, Office Purpose 
168,2014-12-11,10:56:23 AM,1,sapl0031,2,2014-12-10,5,3,1550000.0,Salary For The Month Of Oct.2014 SAPL Satff
169,2014-12-13,2:13:27 PM,1,sapl0031,2,2014-12-12,5,3,350000.0,Office Purpose
170,2014-12-13,2:13:59 PM,1,sapl0031,2,2014-12-12,5,4,50000.0,	Office Purpose
171,2014-12-13,2:14:29 PM,1,sapl0031,2,2014-12-13,3,6,65000.0,Office Purpose
172,2014-12-17,3:18:18 PM,1,sapl0031,2,2014-12-16,5,3,560300.0,salary for the month of NOV.2014 for sapl worker and casual 3other person
173,2014-12-17,3:18:53 PM,1,sapl0031,2,2014-12-16,3,4,50000.0,Office Purpose 
174,2014-12-19,11:22:58 AM,1,sapl0031,2,2014-12-17,4,5,30000.0,Office Purpose
175,2014-12-19,11:25:11 AM,1,sapl0031,2,2014-12-18,3,5,55000.0,Office Purpose 
176,2014-12-25,1:57:14 PM,1,sapl0031,2,2014-12-22,3,4,20000.0,Office Purpose 
177,2015-01-01,11:07:44 AM,1,sapl0031,2,2014-12-24,3,4,50000.0,Office Purpose 
178,2015-01-01,11:08:32 AM,1,sapl0031,2,2014-12-26,3,5,48000.0,Office Purpose 
179,2015-01-01,11:09:17 AM,1,sapl0031,2,2014-12-29,3,5,190000.0,Office Purpose
181,2015-01-01,11:11:29 AM,1,sapl0031,2,2014-12-29,5,4,20000.0,Office Purpose
182,2015-01-01,11:12:40 AM,1,sapl0031,2,2014-12-29,3,4,20000.0,Office Purpose 
183,2015-01-01,11:13:16 AM,1,sapl0031,2,2014-12-31,4,5,5000.0,Office Purpose 
184,2015-01-02,10:08:07 AM,1,sapl0031,2,2015-01-01,3,5,206000.0,Office Purpose 
185,2015-01-02,10:08:56 AM,1,sapl0031,2,2015-01-01,3,4,30000.0,Office Purpose 
186,2015-01-12,12:02:32 PM,1,sapl0031,2,2015-01-03,3,4,50000.0,Office Purpose 
187,2015-01-12,12:03:07 PM,1,sapl0031,2,2015-01-05,3,4,15000.0,Office Purpose
188,2015-01-12,12:05:27 PM,1,sapl0031,2,2015-01-06,3,4,15000.0,Office Purpose 
189,2015-01-12,12:05:56 PM,1,sapl0031,2,2015-01-12,3,4,50000.0,Office Purpose
190,2015-01-13,2:59:39 PM,1,sapl0031,2,2015-01-13,3,4,14000.0,Office Purpose
191,2015-01-18,1:30:49 PM,1,sapl0031,2,2015-01-15,5,6,2650000.0,Office Purpose
192,2015-01-18,1:31:13 PM,1,sapl0031,2,2015-01-15,3,4,20000.0, 	Office Purpose
193,2015-01-18,1:31:55 PM,1,sapl0031,2,2015-01-16,5,3,3409000.0,Office Purpose 
194,2015-01-18,1:33:31 PM,1,sapl0031,2,2015-01-19,3,6,50000.0,Office Purpose 
195,2015-01-19,3:33:39 PM,1,sapl0031,2,2015-01-19,3,4,50000.0,Office Purpose
196,2015-01-20,2:15:17 PM,1,sapl0031,2,2015-01-20,3,4,50000.0,Office Purpose 
197,2015-01-29,7:26:59 PM,1,sapl0031,2,2015-01-29,5,3,450000.0,Office Purpose 
198,2015-02-16,10:23:03 AM,1,sapl0031,2,2015-01-30,5,3,125000.0,Office Purpose 
199,2015-02-16,10:23:43 AM,1,sapl0031,2,2015-02-03,6,4,9000.0,Office Purpose 
200,2015-02-16,10:24:09 AM,1,sapl0031,2,2015-02-05,3,4,20000.0,Office Purpose
201,2015-02-16,10:25:08 AM,1,sapl0031,2,2015-02-06,3,5,15000.0, 	Office Purpose
202,2015-02-16,10:25:54 AM,1,sapl0031,2,2015-02-09,3,5,25000.0,Office Purpose 
203,2015-02-16,10:26:30 AM,1,sapl0031,2,2015-02-11,3,5,100000.0,Office Purpose 
204,2015-02-16,10:27:00 AM,1,sapl0031,2,2015-02-11,3,4,50000.0,Office Purpose 
205,2015-02-16,10:27:33 AM,1,sapl0031,2,2015-02-12,3,5,50000.0,Office Purpose 
206,2015-02-16,10:28:00 AM,1,sapl0031,2,2015-02-13,3,4,20000.0,Office Purpose 
207,2015-02-24,2:09:19 PM,1,sapl0031,2,2015-02-16,3,4,12000.0,Office Purpose
208,2015-02-24,2:09:49 PM,1,sapl0031,2,2015-02-18,6,4,30000.0,Office Purpose 
209,2015-02-24,2:10:16 PM,1,sapl0031,2,2015-02-20,4,6,4000.0,Office Purpose
210,2015-02-24,2:10:42 PM,1,sapl0031,2,2015-02-21,4,3,2000.0,Office Purpose
211,2015-02-24,2:11:35 PM,1,sapl0031,2,2015-02-23,3,4,5000.0,Office Purpose
212,2015-02-25,9:36:13 AM,1,sapl0031,2,2015-02-24,3,4,10000.0,Office Purpose
213,2015-02-28,1:47:58 PM,1,sapl0031,2,2015-02-25,3,4,30000.0,Office Purpose 
214,2015-02-28,1:48:40 PM,1,sapl0031,2,2015-02-26,3,5,450000.0, 	Office Purpose 
215,2015-02-28,1:49:18 PM,1,sapl0031,2,2015-02-27,3,4,10000.0, 	Office Purpose
216,2015-02-28,1:49:38 PM,1,sapl0031,2,2015-02-28,3,4,3000.0,Office Purpose 
217,2015-03-09,11:20:47 AM,1,sapl0031,2,2015-03-03,3,4,30000.0,Office Purpose 
218,2015-03-09,11:21:19 AM,1,sapl0031,2,2015-03-05,3,5,300000.0,Office Purpose 
219,2015-03-09,11:21:54 AM,1,sapl0031,2,2015-03-07,3,4,20000.0,Office Purpose 
220,2015-03-10,12:17:14 PM,1,sapl0031,2,2015-03-09,3,4,12000.0,Office Purpose
221,2015-03-10,12:17:49 PM,1,sapl0031,2,2015-03-10,3,5,700000.0,Office Purpose
222,2015-03-10,12:18:14 PM,1,sapl0031,2,2015-03-10,3,4,50000.0,Office Purpose 
223,2015-03-10,12:18:38 PM,1,sapl0031,2,2015-03-10,4,6,35000.0,Office Purpose 
224,2015-03-13,10:13:32 AM,1,Sapl0031,2,2015-03-12,3,4,10000.0, 	Office Purpose 
225,2015-03-13,1:58:22 PM,1,Sapl0031,2,13-03-2015,3,5,170000.0,Office Purpose
226,2015-03-14,1:36:42 PM,1,Sapl0031,2,2015-03-13,3,4,30000.0,Office Purpose
227,2015-03-23,2:01:08 PM,1,Sapl0031,2,2015-03-19,3,4,100000.0,Office Purpose
228,2015-03-23,2:02:07 PM,1,Sapl0031,2,2015-03-19,3,6,200000.0,Office Purpose 
229,2015-06-23,10:15:16 AM,1,sapl0202,3,2015-03-24,6,4,70000.0, 	Office Purpose
230,2015-06-23,10:16:00 AM,1,sapl0202,3,2015-03-30,3,4,20000.0,Office Purpose
231,2015-06-23,10:16:47 AM,1,sapl0202,3,2015-04-06,3,4,25000.0, 	Office Purpose
232,2015-06-23,10:17:37 AM,1,sapl0202,3,2015-04-08,3,4,150000.0,Office Purpose
233,2015-06-23,10:18:59 AM,1,sapl0202,3,2015-04-08,4,3,80000.0,Office Purpose 
234,2015-06-23,10:19:41 AM,1,sapl0202,3,2015-04-13,3,4,5000.0,Office Purpose 
235,2015-06-23,10:20:23 AM,1,sapl0202,3,2015-04-15,5,4,13000.0, 	Office Purpose
236,2015-06-23,10:20:59 AM,1,sapl0202,3,2015-04-22,3,4,50000.0,Office Purpose 
237,2015-06-23,10:22:10 AM,1,sapl0202,3,2015-04-24,5,3,2000000.0,Office Purpose 
238,2015-06-23,10:23:21 AM,1,sapl0202,3,2015-04-28,3,4,50000.0,Office Purpose 
239,2015-06-23,10:23:52 AM,1,sapl0202,3,2015-04-30,3,4,15000.0,Office Purpose 
240,2015-06-23,10:24:45 AM,1,sapl0202,3,2015-05-05,3,4,30000.0,Office Purpose
241,2015-06-23,10:25:19 AM,1,sapl0202,3,2015-05-06,3,4,15000.0, 	Office Purpose
242,2015-06-23,10:25:48 AM,1,sapl0202,3,2015-05-08,3,4,5000.0,Office Purpose 
